                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                 1.1473,                0.74948,                 1.3463,                0.95536,                0.96802,                0.98125,                0.66008,                  1.148,                0.62579,                 1.3137,              0.0069706,              0.0069706,              0.0069706
                    156,                 1.1645,                0.73262,                 1.3452,                0.94768,                0.96221,                0.97081,                0.66228,                 1.1435,                0.67325,                 1.3216,              0.0069508,              0.0069508,              0.0069508
                    157,                 1.1475,                0.71958,                 1.3362,                0.95688,                0.96773,                0.97543,                0.66641,                 1.1408,                0.61925,                 1.3078,               0.006931,               0.006931,               0.006931
                    158,                 1.1693,                0.75548,                 1.3501,                0.95946,                0.96317,                0.98285,                0.66738,                  1.139,                0.60109,                 1.2979,              0.0069112,              0.0069112,              0.0069112
                    159,                 1.1836,                0.72951,                 1.3476,                0.93654,                0.97965,                0.97405,                0.65432,                 1.1577,                0.63879,                  1.323,              0.0068914,              0.0068914,              0.0068914
                    160,                 1.1439,                0.74587,                 1.3433,                0.94406,                0.98111,                0.97521,                0.67665,                 1.1358,                0.60305,                  1.295,              0.0068716,              0.0068716,              0.0068716
                    161,                  1.155,                0.73828,                 1.3401,                0.95925,                0.96802,                0.97976,                0.67757,                 1.1366,                0.60222,                 1.2871,              0.0068518,              0.0068518,              0.0068518
                    162,                 1.1304,                0.76496,                 1.3377,                0.97362,                 0.9593,                0.98033,                0.67042,                 1.1328,                0.59049,                 1.3067,               0.006832,               0.006832,               0.006832
                    163,                 1.1802,                0.72872,                 1.3403,                0.97207,                0.96802,                  0.983,                0.67406,                 1.1228,                0.58544,                  1.289,              0.0068122,              0.0068122,              0.0068122
                    164,                 1.1466,                0.74139,                 1.3249,                0.97397,                0.97883,                0.98238,                0.66992,                 1.1237,                0.57221,                 1.2809,              0.0067924,              0.0067924,              0.0067924
                    165,                 1.1569,                0.72374,                 1.3347,                0.95961,                0.97965,                0.98066,                0.66913,                 1.1498,                0.58614,                 1.3051,              0.0067726,              0.0067726,              0.0067726
                    166,                 1.1575,                0.72022,                  1.341,                0.96304,                0.98464,                0.98018,                 0.6803,                 1.1209,                0.60003,                 1.2861,              0.0067528,              0.0067528,              0.0067528
                    167,                 1.1374,                0.74049,                  1.337,                0.95691,                0.96843,                0.97677,                0.67297,                  1.125,                 0.6019,                 1.2925,               0.006733,               0.006733,               0.006733
                    168,                 1.1453,                0.72724,                 1.3497,                0.96151,                0.96802,                0.97586,                0.67185,                 1.1283,                0.58698,                 1.2851,              0.0067132,              0.0067132,              0.0067132
                    169,                 1.1588,                0.73964,                 1.3308,                0.95993,                0.96512,                0.97786,                0.67918,                 1.1211,                 0.6026,                 1.2849,              0.0066934,              0.0066934,              0.0066934
                    170,                 1.1692,                0.73756,                 1.3347,                 0.9651,                0.96471,                0.97904,                 0.6754,                 1.1389,                0.60685,                  1.305,              0.0066736,              0.0066736,              0.0066736
                    171,                 1.1321,                 0.7371,                 1.3281,                0.96679,                0.96802,                0.97387,                0.66918,                 1.1336,                0.59524,                 1.2974,              0.0066538,              0.0066538,              0.0066538
                    172,                 1.1492,                0.70438,                 1.3403,                0.96845,                0.98152,                0.97924,                  0.672,                 1.1333,                0.58725,                 1.3062,               0.006634,               0.006634,               0.006634
                    173,                 1.1382,                0.71691,                 1.3369,                 0.9601,                0.98256,                0.98214,                0.68155,                 1.1184,                0.58779,                 1.2907,              0.0066142,              0.0066142,              0.0066142
                    174,                 1.1308,                0.70147,                 1.3309,                0.96722,                0.98256,                0.98165,                0.68572,                 1.1043,                 0.5824,                 1.2767,              0.0065944,              0.0065944,              0.0065944
                    175,                 1.1741,                0.75746,                 1.3335,                0.96986,                0.97965,                0.98238,                 0.6897,                 1.1107,                0.58187,                 1.2833,              0.0065746,              0.0065746,              0.0065746
                    176,                  1.145,                0.73515,                 1.3384,                0.96569,                0.97093,                0.97711,                0.67643,                 1.1122,                0.63567,                 1.2942,              0.0065548,              0.0065548,              0.0065548
                    177,                 1.1409,                0.73965,                 1.3262,                0.96252,                0.97058,                0.98487,                0.67246,                 1.1127,                 0.6047,                 1.3028,               0.006535,               0.006535,               0.006535
                    178,                 1.1346,                0.71825,                 1.3051,                0.96161,                0.97384,                0.97785,                0.67789,                 1.1451,                0.59206,                 1.3061,              0.0065152,              0.0065152,              0.0065152
                    179,                 1.1376,                0.70215,                 1.3275,                0.97319,                0.94976,                0.97621,                0.67657,                 1.1169,                0.58465,                 1.2829,              0.0064954,              0.0064954,              0.0064954
                    180,                 1.1442,                0.70095,                 1.3094,                 0.9719,                0.97965,                0.98647,                0.67788,                 1.1213,                0.56121,                 1.2863,              0.0064756,              0.0064756,              0.0064756
                    181,                 1.1338,                0.71562,                 1.3385,                0.96837,                0.98256,                0.98153,                0.67673,                 1.1137,                0.60037,                 1.2879,              0.0064558,              0.0064558,              0.0064558
                    182,                 1.1599,                0.70221,                 1.3321,                 0.9713,                0.97674,                0.98403,                0.68664,                  1.112,                0.58059,                 1.2863,               0.006436,               0.006436,               0.006436
                    183,                 1.1237,                0.71522,                 1.3228,                0.97344,                0.96512,                0.98686,                0.68314,                 1.1227,                 0.5736,                 1.2813,              0.0064162,              0.0064162,              0.0064162
                    184,                 1.1526,                0.71745,                 1.3362,                0.96293,                0.97674,                0.98534,                0.68849,                 1.1008,                0.57417,                 1.2739,              0.0063964,              0.0063964,              0.0063964
                    185,                 1.1241,                 0.7022,                 1.3255,                 0.9754,                0.97674,                 0.9845,                0.67862,                 1.1325,                0.55458,                 1.3058,              0.0063766,              0.0063766,              0.0063766
                    186,                 1.1776,                0.71222,                 1.3782,                 0.9662,                0.96802,                0.98442,                0.68313,                 1.1349,                0.57718,                 1.2898,              0.0063568,              0.0063568,              0.0063568
                    187,                 1.1134,                0.71137,                 1.3228,                0.97375,                0.97048,                0.98345,                0.67764,                   1.12,                0.57911,                 1.2915,               0.006337,               0.006337,               0.006337
                    188,                 1.1263,                0.69559,                  1.323,                0.97843,                0.97965,                0.98678,                0.67996,                 1.1425,                 0.5581,                 1.3149,              0.0063172,              0.0063172,              0.0063172
                    189,                 1.1422,                0.69549,                 1.3135,                0.97403,                0.97965,                0.98553,                0.67918,                 1.1256,                0.58169,                 1.2859,              0.0062974,              0.0062974,              0.0062974
                    190,                 1.1473,                0.72999,                  1.333,                0.97378,                 0.9717,                 0.9841,                0.67889,                 1.1248,                0.60438,                 1.2929,              0.0062776,              0.0062776,              0.0062776
                    191,                 1.1154,                0.73712,                  1.319,                0.96817,                0.97674,                0.98376,                0.68589,                 1.0954,                0.58098,                 1.2735,              0.0062578,              0.0062578,              0.0062578
                    192,                 1.1274,                0.70086,                 1.3339,                0.96575,                0.98371,                0.98289,                0.67762,                 1.1188,                0.56875,                 1.2975,               0.006238,               0.006238,               0.006238
                    193,                 1.1277,                0.70299,                 1.3302,                0.97073,                0.97674,                0.98747,                0.67742,                 1.1204,                0.56664,                 1.2926,              0.0062182,              0.0062182,              0.0062182
                    194,                 1.1207,                 0.6892,                 1.3155,                0.97677,                0.97794,                0.98466,                0.68446,                 1.1229,                0.58637,                 1.2791,              0.0061984,              0.0061984,              0.0061984
                    195,                 1.1163,                0.69527,                 1.3007,                0.96656,                0.97965,                0.98745,                0.68535,                 1.1319,                0.57406,                 1.2909,              0.0061786,              0.0061786,              0.0061786
                    196,                 1.1484,                0.69712,                 1.3234,                0.97404,                0.98175,                 0.9838,                0.67367,                 1.1381,                0.54562,                 1.3047,              0.0061588,              0.0061588,              0.0061588
                    197,                 1.1173,                0.69717,                 1.3065,                0.96549,                0.97593,                0.98191,                0.67129,                 1.1171,                0.58564,                 1.3083,               0.006139,               0.006139,               0.006139
                    198,                 1.1384,                0.70561,                 1.3214,                0.97017,                0.96802,                0.98026,                0.67366,                 1.1203,                 0.5856,                  1.302,              0.0061192,              0.0061192,              0.0061192
                    199,                 1.1146,                0.67613,                 1.3147,                 0.9709,                0.97674,                0.98409,                0.68282,                 1.1518,                 0.5527,                 1.3132,              0.0060994,              0.0060994,              0.0060994
                    200,                 1.1187,                0.68931,                 1.3098,                0.97381,                0.96221,                0.98505,                 0.6859,                 1.1464,                0.56895,                 1.2932,              0.0060796,              0.0060796,              0.0060796
                    201,                 1.1374,                0.70408,                 1.3409,                0.95752,                0.97674,                 0.9816,                0.67964,                  1.113,                0.58722,                 1.2936,              0.0060598,              0.0060598,              0.0060598
                    202,                 1.1401,                 0.7099,                 1.3309,                0.97666,                0.97314,                0.98176,                0.68806,                 1.1228,                0.57371,                 1.2894,                0.00604,                0.00604,                0.00604
                    203,                 1.1235,                0.74776,                 1.3186,                0.96755,                0.97674,                0.98494,                0.67249,                 1.1453,                0.58072,                 1.3032,              0.0060202,              0.0060202,              0.0060202
                    204,                 1.1062,                0.67754,                 1.3297,                0.97636,                0.98256,                0.98428,                0.68911,                 1.1286,                0.55964,                 1.2889,              0.0060004,              0.0060004,              0.0060004
                    205,                 1.1134,                0.68297,                 1.3076,                0.96506,                0.96363,                0.98393,                0.68134,                 1.1404,                0.57643,                 1.3067,              0.0059806,              0.0059806,              0.0059806
                    206,                  1.133,                0.66977,                 1.3075,                0.96554,                0.97965,                0.98203,                0.67941,                 1.1619,                0.55999,                 1.3095,              0.0059608,              0.0059608,              0.0059608
                    207,                 1.1343,                0.69615,                 1.3335,                0.97689,                0.98308,                0.98402,                0.67895,                 1.1363,                0.58233,                 1.2987,               0.005941,               0.005941,               0.005941
                    208,                 1.1215,                0.66871,                 1.3173,                0.96564,                0.98031,                0.98579,                0.67846,                 1.1398,                0.55059,                 1.2965,              0.0059212,              0.0059212,              0.0059212
                    209,                 1.1172,                0.66461,                 1.2937,                0.95998,                0.97612,                0.98177,                0.67962,                 1.1407,                0.54719,                 1.3133,              0.0059014,              0.0059014,              0.0059014
                    210,                 1.1339,                0.68825,                 1.3096,                 0.9683,                 0.9767,                0.97822,                0.68084,                 1.1244,                 0.5547,                 1.2975,              0.0058816,              0.0058816,              0.0058816
                    211,                 1.1464,                0.69035,                 1.3141,                0.97073,                0.97093,                0.98171,                0.68054,                 1.1376,                0.56152,                 1.2735,              0.0058618,              0.0058618,              0.0058618
                    212,                 1.1412,                 0.7024,                 1.3087,                0.96914,                0.96802,                0.98308,                0.67267,                 1.1528,                0.56608,                 1.3187,               0.005842,               0.005842,               0.005842
                    213,                 1.1109,                0.67867,                 1.2989,                0.97196,                0.97965,                0.98595,                0.68828,                 1.1143,                0.55937,                 1.2811,              0.0058222,              0.0058222,              0.0058222
                    214,                 1.1148,                0.69556,                 1.3075,                0.96564,                0.95349,                0.98435,                0.68695,                 1.1042,                0.56757,                  1.269,              0.0058024,              0.0058024,              0.0058024
                    215,                 1.1324,                0.68844,                 1.3133,                0.96936,                0.96221,                 0.9828,                0.67352,                 1.1099,                0.59164,                  1.288,              0.0057826,              0.0057826,              0.0057826
                    216,                 1.1299,                0.67948,                 1.3239,                0.97667,                0.97351,                0.98269,                0.67761,                  1.127,                0.56825,                 1.2963,              0.0057628,              0.0057628,              0.0057628
                    217,                 1.1043,                0.64529,                 1.3092,                0.96811,                0.97965,                 0.9823,                 0.6765,                 1.1337,                0.56665,                 1.2997,               0.005743,               0.005743,               0.005743
                    218,                 1.1411,                0.66977,                 1.3375,                0.97118,                0.97961,                0.98376,                0.68745,                 1.1169,                0.55203,                 1.2827,              0.0057232,              0.0057232,              0.0057232
                    219,                 1.1341,                 0.6561,                 1.3058,                0.97185,                0.97965,                0.98558,                0.67699,                 1.1086,                0.53104,                 1.2744,              0.0057034,              0.0057034,              0.0057034
                    220,                 1.1054,                0.67933,                 1.3047,                0.97108,                0.97093,                0.98055,                0.66952,                 1.1276,                0.56027,                 1.2957,              0.0056836,              0.0056836,              0.0056836
                    221,                 1.1042,                0.66464,                 1.2954,                 0.9686,                0.97093,                 0.9751,                0.67683,                 1.1343,                0.54646,                 1.2941,              0.0056638,              0.0056638,              0.0056638
                    222,                  1.115,                0.67597,                 1.3026,                0.97469,                0.96221,                 0.9834,                0.67786,                 1.1327,                0.54782,                 1.2882,               0.005644,               0.005644,               0.005644
                    223,                 1.1035,                0.66328,                 1.3022,                0.97096,                  0.972,                0.98565,                0.69233,                 1.1037,                  0.551,                 1.2902,              0.0056242,              0.0056242,              0.0056242
                    224,                 1.1298,                0.70008,                 1.3398,                0.95993,                0.97503,                0.98408,                0.68725,                 1.1092,                 0.5642,                 1.2929,              0.0056044,              0.0056044,              0.0056044
                    225,                 1.1184,                0.68137,                 1.3278,                0.94958,                 0.9855,                0.98528,                0.69104,                 1.1145,                0.56517,                 1.2934,              0.0055846,              0.0055846,              0.0055846
                    226,                 1.1126,                0.67031,                 1.3077,                0.96646,                0.97674,                0.98413,                0.68426,                 1.1337,                0.54759,                 1.3043,              0.0055648,              0.0055648,              0.0055648
                    227,                 1.1329,                 0.6661,                 1.3082,                0.96065,                0.97965,                0.98345,                 0.6831,                   1.13,                0.54554,                 1.3053,               0.005545,               0.005545,               0.005545
                    228,                 1.0891,                0.67766,                 1.2912,                0.97452,                0.97093,                0.98395,                0.68423,                 1.1334,                0.55459,                 1.3029,              0.0055252,              0.0055252,              0.0055252
                    229,                 1.0895,                0.66325,                 1.2869,                0.96842,                0.98071,                0.98415,                0.67672,                 1.1295,                0.57211,                 1.3008,              0.0055054,              0.0055054,              0.0055054
                    230,                 1.1225,                0.68025,                 1.3105,                0.97099,                0.97288,                0.98732,                0.68479,                 1.1229,                0.55711,                 1.2921,              0.0054856,              0.0054856,              0.0054856
                    231,                 1.1252,                0.66243,                 1.3075,                0.96551,                0.97674,                0.98416,                 0.6856,                 1.1269,                0.56466,                 1.3037,              0.0054658,              0.0054658,              0.0054658
                    232,                 1.1005,                0.71838,                 1.2971,                0.96511,                0.96502,                0.98362,                0.68536,                 1.1364,                0.56862,                 1.3085,               0.005446,               0.005446,               0.005446
                    233,                 1.1244,                0.66542,                 1.3234,                0.96321,                0.97674,                0.98551,                0.69312,                 1.1154,                0.55562,                 1.2879,              0.0054262,              0.0054262,              0.0054262
                    234,                 1.0806,                 0.6924,                 1.2894,                0.97365,                 0.9667,                0.98552,                0.68617,                   1.12,                0.56877,                 1.2905,              0.0054064,              0.0054064,              0.0054064
                    235,                 1.1041,                0.65799,                 1.2965,                 0.9625,                0.98547,                0.98358,                0.68032,                  1.128,                0.53572,                  1.296,              0.0053866,              0.0053866,              0.0053866
                    236,                 1.1123,                0.68042,                 1.3034,                0.96667,                0.97965,                0.98477,                0.67976,                 1.1431,                0.54124,                 1.3134,              0.0053668,              0.0053668,              0.0053668
                    237,                 1.1126,                0.67533,                    1.3,                0.97667,                0.97373,                0.98441,                 0.6894,                 1.1141,                0.54951,                 1.2956,               0.005347,               0.005347,               0.005347
                    238,                 1.0989,                0.67626,                 1.3106,                 0.9652,                0.96741,                0.97999,                0.67671,                 1.1177,                0.57326,                 1.2838,              0.0053272,              0.0053272,              0.0053272
                    239,                 1.1071,                0.66531,                 1.2834,                 0.9682,                 0.9735,                0.98183,                0.67962,                 1.1398,                0.54619,                 1.2974,              0.0053074,              0.0053074,              0.0053074
                    240,                 1.1058,                0.64899,                 1.2972,                0.96559,                0.97897,                0.98302,                0.68908,                 1.1257,                0.54655,                 1.3067,              0.0052876,              0.0052876,              0.0052876
                    241,                 1.1128,                0.66487,                 1.2889,                0.97403,                0.98112,                0.98315,                 0.6827,                 1.0948,                0.55926,                 1.2896,              0.0052678,              0.0052678,              0.0052678
                    242,                 1.1041,                0.66609,                 1.2943,                0.96598,                0.97965,                0.98137,                0.68886,                 1.1011,                0.53987,                 1.2802,               0.005248,               0.005248,               0.005248
                    243,                 1.1072,                0.66355,                 1.3075,                0.97008,                0.98256,                 0.9834,                0.68351,                 1.1217,                0.56062,                 1.2916,              0.0052282,              0.0052282,              0.0052282
                    244,                 1.1012,                0.67847,                 1.3074,                0.96569,                0.98179,                0.98707,                 0.6929,                 1.1036,                0.56013,                 1.2671,              0.0052084,              0.0052084,              0.0052084
                    245,                 1.0879,                  0.643,                 1.2857,                0.96543,                0.97428,                0.98406,                0.69386,                 1.0939,                0.54116,                 1.2787,              0.0051886,              0.0051886,              0.0051886
                    246,                 1.1071,                0.64688,                 1.2872,                0.97114,                0.97812,                0.98436,                0.68696,                 1.1018,                0.54738,                 1.2838,              0.0051688,              0.0051688,              0.0051688
                    247,                 1.1027,                 0.6474,                 1.3082,                0.96964,                0.97965,                0.98524,                0.68529,                 1.1143,                0.54387,                 1.2961,               0.005149,               0.005149,               0.005149
                    248,                 1.0745,                0.65806,                 1.2796,                0.97681,                0.97941,                0.98876,                0.67377,                 1.1185,                0.51618,                 1.2945,              0.0051292,              0.0051292,              0.0051292
                    249,                 1.1048,                 0.6546,                 1.3141,                0.97187,                0.97965,                0.98478,                0.67469,                  1.123,                0.51787,                 1.3023,              0.0051094,              0.0051094,              0.0051094
                    250,                 1.0658,                0.64085,                 1.2672,                0.96763,                0.97674,                0.98618,                0.68427,                 1.1224,                0.54133,                 1.3007,              0.0050896,              0.0050896,              0.0050896
                    251,                 1.0966,                0.65363,                 1.2908,                0.96953,                0.98547,                0.98709,                 0.6899,                 1.1204,                0.53747,                 1.2969,              0.0050698,              0.0050698,              0.0050698
                    252,                 1.0914,                 0.6389,                 1.3045,                0.97412,                0.98465,                0.98657,                0.69136,                 1.1191,                0.52595,                 1.2852,                0.00505,                0.00505,                0.00505
                    253,                 1.0816,                 0.6408,                 1.2911,                0.97122,                0.98097,                0.98718,                0.69566,                 1.1011,                0.53422,                 1.2754,              0.0050302,              0.0050302,              0.0050302
                    254,                 1.0947,                0.65367,                  1.282,                 0.9742,                0.98771,                0.98729,                 0.6877,                 1.1038,                0.53652,                 1.2785,              0.0050104,              0.0050104,              0.0050104
                    255,                 1.1119,                0.66317,                 1.3148,                0.97212,                0.98547,                0.98407,                0.68471,                 1.1214,                0.53784,                  1.296,              0.0049906,              0.0049906,              0.0049906
                    256,                 1.0737,                0.63643,                 1.2859,                0.96579,                0.98478,                 0.9824,                 0.6782,                 1.1237,                 0.5578,                 1.3047,              0.0049708,              0.0049708,              0.0049708
                    257,                 1.0855,                0.64156,                 1.2805,                0.97419,                0.97965,                0.98775,                0.68439,                 1.1112,                0.55777,                 1.3042,               0.004951,               0.004951,               0.004951
                    258,                 1.0691,                0.65205,                 1.2946,                0.97164,                0.97965,                0.98616,                0.68764,                 1.0975,                0.55712,                 1.2953,              0.0049312,              0.0049312,              0.0049312
                    259,                  1.063,                0.65882,                 1.2541,                0.96782,                0.98256,                0.98627,                0.68596,                 1.1062,                0.54931,                 1.3037,              0.0049114,              0.0049114,              0.0049114
                    260,                 1.0813,                0.63845,                 1.2899,                0.96581,                0.98533,                0.98534,                0.67875,                  1.117,                0.54641,                 1.2927,              0.0048916,              0.0048916,              0.0048916
                    261,                 1.0661,                0.62222,                 1.2857,                0.96848,                0.98245,                0.98426,                0.68162,                 1.1301,                0.54192,                 1.2942,              0.0048718,              0.0048718,              0.0048718
                    262,                 1.0961,                0.63441,                 1.3164,                0.96128,                0.98256,                0.98417,                0.69274,                 1.1153,                0.52607,                 1.2953,               0.004852,               0.004852,               0.004852
                    263,                 1.0759,                0.64681,                 1.2732,                0.96875,                0.97965,                0.98359,                0.69142,                 1.1105,                0.53768,                 1.3037,              0.0048322,              0.0048322,              0.0048322
                    264,                 1.0828,                0.63062,                 1.2939,                  0.969,                0.97965,                0.98401,                0.69704,                 1.1045,                0.55521,                 1.2862,              0.0048124,              0.0048124,              0.0048124
                    265,                 1.0752,                0.64544,                 1.2922,                0.96504,                0.98547,                0.98907,                0.69132,                 1.1105,                0.54976,                 1.2891,              0.0047926,              0.0047926,              0.0047926
                    266,                 1.1216,                0.64735,                 1.3065,                0.96027,                0.98379,                0.98793,                 0.6923,                 1.1097,                0.54509,                 1.2871,              0.0047728,              0.0047728,              0.0047728
                    267,                 1.0868,                0.67461,                 1.2836,                0.97035,                0.97965,                0.98614,                0.68768,                 1.1029,                0.55483,                 1.2852,               0.004753,               0.004753,               0.004753
                    268,                 1.0835,                0.62425,                 1.2825,                 0.9619,                0.98547,                0.98802,                0.68752,                 1.1191,                0.53265,                 1.3062,              0.0047332,              0.0047332,              0.0047332
                    269,                 1.0662,                0.65333,                 1.2707,                0.97017,                0.98256,                0.98679,                0.67846,                 1.1361,                0.55017,                 1.3041,              0.0047134,              0.0047134,              0.0047134
                    270,                 1.0738,                0.61713,                  1.283,                0.96798,                0.97674,                0.98515,                0.67746,                 1.1213,                0.55292,                 1.3097,              0.0046936,              0.0046936,              0.0046936
                    271,                 1.0818,                0.62715,                 1.2829,                0.96346,                0.97965,                0.98524,                0.67977,                 1.1299,                0.54532,                 1.3124,              0.0046738,              0.0046738,              0.0046738
                    272,                 1.0688,                0.62853,                 1.2917,                 0.9548,                0.98242,                0.98299,                0.68326,                 1.1184,                0.56029,                 1.3002,               0.004654,               0.004654,               0.004654
                    273,                 1.0896,                0.60864,                 1.2962,                0.97119,                0.98547,                  0.985,                0.68012,                 1.1232,                0.53892,                 1.3046,              0.0046342,              0.0046342,              0.0046342
                    274,                 1.0758,                0.60933,                 1.2804,                0.96581,                0.98528,                0.98653,                0.68299,                 1.1278,                0.54158,                 1.3009,              0.0046144,              0.0046144,              0.0046144
                    275,                 1.0682,                0.62621,                 1.2877,                0.96386,                0.98256,                0.98512,                0.68258,                 1.1112,                 0.5653,                 1.2983,              0.0045946,              0.0045946,              0.0045946
                    276,                 1.0952,                 0.6254,                  1.298,                0.95236,                0.98795,                0.98452,                0.68177,                  1.121,                0.56097,                 1.2947,              0.0045748,              0.0045748,              0.0045748
                    277,                 1.0841,                0.62885,                 1.2978,                0.97354,                0.97093,                0.98517,                 0.6847,                 1.1242,                0.55216,                 1.2991,               0.004555,               0.004555,               0.004555
                    278,                 1.1038,                0.66159,                 1.3082,                0.97399,                0.97972,                0.98459,                0.69257,                 1.1195,                0.53628,                 1.2906,              0.0045352,              0.0045352,              0.0045352
                    279,                 1.0623,                0.64886,                 1.2786,                0.96508,                0.97965,                0.98085,                0.68536,                 1.1244,                0.53843,                 1.2968,              0.0045154,              0.0045154,              0.0045154
                    280,                 1.0816,                 0.6283,                 1.3007,                0.97173,                0.97674,                0.98413,                0.68843,                 1.1209,                0.53897,                 1.2934,              0.0044956,              0.0044956,              0.0044956
                    281,                 1.0718,                0.64954,                 1.2706,                0.97123,                0.98124,                 0.9829,                0.69066,                 1.1135,                0.54068,                 1.2937,              0.0044758,              0.0044758,              0.0044758
                    282,                 1.0731,                0.61154,                 1.2733,                0.96771,                0.97965,                0.98492,                0.68883,                 1.1257,                0.53133,                 1.2959,               0.004456,               0.004456,               0.004456
                    283,                 1.0514,                0.61909,                 1.2901,                0.97128,                0.98256,                0.98354,                 0.6824,                 1.1457,                0.53453,                 1.3114,              0.0044362,              0.0044362,              0.0044362
                    284,                 1.0773,                0.67524,                 1.2851,                0.97497,                0.98256,                 0.9843,                0.68287,                 1.1324,                0.52539,                 1.2974,              0.0044164,              0.0044164,              0.0044164
                    285,                 1.0986,                0.62601,                 1.2932,                0.97683,                0.98051,                0.98529,                0.68046,                 1.1328,                0.51868,                 1.2949,              0.0043966,              0.0043966,              0.0043966
                    286,                 1.0857,                0.63014,                  1.292,                0.96988,                0.98256,                 0.9852,                 0.6802,                 1.1321,                0.52261,                 1.3061,              0.0043768,              0.0043768,              0.0043768
                    287,                 1.0395,                0.62015,                 1.2553,                0.96019,                0.98256,                0.98371,                0.66987,                 1.1394,                0.52715,                 1.3168,               0.004357,               0.004357,               0.004357
                    288,                 1.0622,                0.61397,                 1.2806,                0.97394,                0.98256,                0.98582,                 0.6733,                 1.1387,                0.52121,                 1.3138,              0.0043372,              0.0043372,              0.0043372
                    289,                 1.0621,                0.63674,                  1.278,                0.96999,                0.97965,                0.98311,                0.67959,                 1.1421,                0.51634,                 1.3134,              0.0043174,              0.0043174,              0.0043174
                    290,                 1.0765,                0.59834,                 1.2705,                0.97678,                0.97843,                0.98789,                0.68389,                 1.1462,                0.51514,                 1.3149,              0.0042976,              0.0042976,              0.0042976
                    291,                  1.081,                0.62168,                 1.2712,                0.97549,                0.97674,                0.98689,                0.68025,                 1.1448,                0.52588,                 1.3236,              0.0042778,              0.0042778,              0.0042778
                    292,                 1.0488,                0.60831,                 1.2732,                0.97139,                0.96802,                0.98585,                0.69054,                 1.1294,                 0.5219,                 1.3025,               0.004258,               0.004258,               0.004258
                    293,                 1.0853,                0.61233,                 1.2992,                0.97113,                  0.978,                0.98641,                0.69102,                 1.1363,                0.49723,                 1.3087,              0.0042382,              0.0042382,              0.0042382
                    294,                 1.0672,                0.62059,                 1.2756,                0.97685,                0.98145,                0.98687,                0.69493,                 1.1339,                 0.5069,                 1.3045,              0.0042184,              0.0042184,              0.0042184
                    295,                  1.051,                0.62378,                 1.2558,                0.97087,                0.97965,                0.98367,                0.68709,                 1.1516,                0.50933,                 1.3123,              0.0041986,              0.0041986,              0.0041986
                    296,                 1.0601,                0.62956,                 1.2828,                0.97668,                0.97419,                0.98739,                0.68912,                 1.1379,                0.50829,                 1.3098,              0.0041788,              0.0041788,              0.0041788
                    297,                 1.0472,                 0.6127,                 1.2726,                0.97667,                0.97358,                0.98474,                0.68733,                 1.1436,                0.51506,                 1.3044,               0.004159,               0.004159,               0.004159
                    298,                 1.0557,                0.59802,                 1.2762,                0.97856,                0.97384,                0.98634,                0.69127,                 1.1399,                0.51009,                 1.2927,              0.0041392,              0.0041392,              0.0041392
                    299,                 1.0719,                0.62393,                 1.2725,                0.96992,                0.97093,                0.98504,                0.68734,                 1.1286,                0.53638,                 1.2922,              0.0041194,              0.0041194,              0.0041194
                    300,                 1.0698,                0.61904,                 1.2594,                0.97638,                0.96802,                0.98587,                0.68901,                 1.1313,                0.53125,                 1.3033,              0.0040996,              0.0040996,              0.0040996
                    301,                 1.0391,                 0.6113,                 1.2545,                0.96838,                0.97934,                0.98614,                 0.6898,                  1.127,                0.50906,                 1.3007,              0.0040798,              0.0040798,              0.0040798
                    302,                 1.0632,                  0.632,                 1.2777,                0.96631,                0.97674,                0.98622,                0.68369,                 1.1137,                0.52269,                 1.2857,                0.00406,                0.00406,                0.00406
                    303,                 1.0637,                0.60917,                  1.274,                0.96999,                0.97384,                0.98375,                  0.681,                 1.1138,                0.51652,                 1.2922,              0.0040402,              0.0040402,              0.0040402
                    304,                 1.0544,                0.60024,                 1.2693,                0.97114,                0.97827,                0.98874,                0.68491,                 1.1133,                0.51167,                 1.3027,              0.0040204,              0.0040204,              0.0040204
                    305,                 1.0612,                0.60453,                 1.2798,                0.97644,                0.97384,                0.98805,                0.68727,                 1.1172,                0.51923,                 1.3013,              0.0040006,              0.0040006,              0.0040006
                    306,                 1.0532,                0.59251,                 1.2707,                0.96728,                0.98256,                0.98709,                0.68195,                 1.1204,                 0.5187,                 1.2995,              0.0039808,              0.0039808,              0.0039808
                    307,                 1.0844,                0.60967,                 1.2891,                0.96916,                0.97674,                 0.9842,                0.67962,                  1.133,                0.51844,                 1.3021,               0.003961,               0.003961,               0.003961
                    308,                 1.0551,                0.61149,                  1.267,                0.96544,                0.98547,                0.98624,                0.68465,                 1.1287,                0.51816,                 1.3028,              0.0039412,              0.0039412,              0.0039412
                    309,                 1.0453,                0.59783,                 1.2594,                0.97131,                0.98401,                0.98709,                0.68532,                 1.1217,                0.51816,                 1.2972,              0.0039214,              0.0039214,              0.0039214
                    310,                 1.0504,                0.60145,                 1.2667,                0.97119,                0.98012,                0.98658,                 0.6804,                 1.1241,                0.52165,                 1.3046,              0.0039016,              0.0039016,              0.0039016
